id,cardnumber,full_name,email,gender,month,value
1,30345369803062,Harlie Chapleo,hchapleo0@eepurl.com,Female,3/7/2020,$12.50
2,3528194160063002,Nicolle Halcro,nhalcro1@myspace.com,Female,8/30/2019,$83.65
3,5610576173968592121,Olenka Debell,odebell2@goo.gl,Female,3/26/2020,$58.36
4,5290587933598132,Evvy Narramor,enarramor3@cnbc.com,Female,10/5/2019,$7.10
5,4936651521207440,Micheil Sindall,msindall4@patch.com,Male,5/3/2020,$29.83
6,374622103552492,Thorpe Chisnall,tchisnall5@lulu.com,Male,2/14/2020,$77.23
7,3566567028035705,Mead Yuranovev,myuranovev6@go.com,Male,1/17/2020,$32.51
8,201562269159154,See Lentsch,slentsch7@msu.edu,Male,1/22/2020,$13.10
9,3569465439388168,Dory Ruggles,druggles8@forbes.com,Male,6/23/2019,$16.52
10,3563031854670120,Doy Beagles,dbeagles9@examiner.com,Male,3/29/2020,$82.16
11,4041376548665,Loy Hazelgreave,lhazelgreavea@uiuc.edu,Male,11/10/2019,$28.15
12,3583067301038541,Lottie Shernock,lshernockb@ftc.gov,Female,1/1/2020,$66.56
13,374622305096611,Boothe Byrde,bbyrdec@geocities.com,Male,11/14/2019,$46.68
14,5602242624345889,Quill McBratney,qmcbratneyd@mac.com,Male,5/25/2019,$52.46
15,6767011958571940018,Blaire Armfield,barmfielde@netscape.com,Female,2/29/2020,$72.46
16,4844508567149137,Beret Suddock,bsuddockf@unesco.org,Female,3/15/2020,$89.99
17,56022533620232633,Susi Given,sgiveng@columbia.edu,Female,7/10/2019,$15.07
18,5018608918808604579,Emelita Entreis,eentreish@macromedia.com,Female,10/29/2019,$23.09
19,3585609948056168,Juanita Crosetti,jcrosettii@youtu.be,Female,11/25/2019,$49.95
20,3541361181645876,Phillipe Vallis,pvallisj@reddit.com,Male,6/16/2019,$54.67
21,372301904315852,Krystyna Towsey,ktowseyk@pinterest.com,Female,6/15/2019,$25.71
22,3528330703763753,Oralia Masser,omasserl@freewebs.com,Female,2/22/2020,$63.02
23,4175008684733086,Cyndie Filchakov,cfilchakovm@springer.com,Female,2/2/2020,$61.03
24,5602241827333833,Sydney Orrah,sorrahn@spotify.com,Female,11/14/2019,$11.01
25,374283763026051,Marcelline Yielding,myieldingo@netscape.com,Female,3/5/2020,$51.67
26,3586456039400494,Genni Chapleo,gchapleop@usgs.gov,Female,12/14/2019,$10.51
27,4041591877450859,Annelise Coulman,acoulmanq@posterous.com,Female,5/20/2019,$50.08
28,3557410126982323,Phoebe Grigoroni,pgrigoronir@ehow.com,Female,10/24/2019,$65.58
29,5100135422177156,Quillan Tilburn,qtilburns@biglobe.ne.jp,Male,9/22/2019,$27.37
30,3563692526557662,Cosme Elijahu,celijahut@google.com.au,Male,7/30/2019,$5.51
31,3535530311307965,Jamesy Maxfield,jmaxfieldu@google.cn,Male,2/17/2020,$84.65
32,3577847817585103,Boy Antonowicz,bantonowiczv@ycombinator.com,Male,12/5/2019,$92.06
33,4844133003134682,Keely Veysey,kveyseyw@ftc.gov,Female,11/22/2019,$69.42
34,3573722549938751,Garner Littlefield,glittlefieldx@cisco.com,Male,7/18/2019,$64.05
35,3557108484670601,Gayel Urion,guriony@blogtalkradio.com,Female,1/6/2020,$82.17
36,201934105243239,Elaina Wiffill,ewiffillz@wisc.edu,Female,6/30/2019,$2.51
37,6759113795488650,Fayth Stedman,fstedman10@dailymail.co.uk,Female,12/13/2019,$62.38
38,5048372724419623,Darnell Petken,dpetken11@house.gov,Male,10/24/2019,$10.39
39,4508043157058875,Dulcie Gaudon,dgaudon12@microsoft.com,Female,11/4/2019,$84.77
40,3538064063875216,Emelen Kulis,ekulis13@stumbleupon.com,Male,10/10/2019,$5.37
41,3566258645213335,Lorilee Phillins,lphillins14@stumbleupon.com,Female,6/14/2019,$38.64
42,677108604327737412,Kalie Durban,kdurban15@theguardian.com,Female,6/26/2019,$75.25
43,3533649225121312,Beatriz Hrishanok,bhrishanok16@harvard.edu,Female,12/29/2019,$98.22
44,3542128476036916,Pansie Walkey,pwalkey17@nhs.uk,Female,3/7/2020,$54.66
45,6331109501704098,Clark Temple,ctemple18@cnet.com,Male,1/13/2020,$72.69
46,4911510553661613351,Stanislas Dallicott,sdallicott19@wp.com,Male,1/14/2020,$84.62
47,3529750236399370,Julie Ghelardi,jghelardi1a@nsw.gov.au,Female,1/6/2020,$12.70
48,372301844831364,Noellyn Khristyukhin,nkhristyukhin1b@tinypic.com,Female,4/21/2020,$78.52
49,3587067894539091,Cristiano De Biaggi,cde1c@seesaa.net,Male,11/26/2019,$55.85
50,5893898300194581304,Bunny Battelle,bbattelle1d@virginia.edu,Female,11/30/2019,$37.45
51,5108758948148492,Gayler Harg,gharg1e@ehow.com,Male,6/7/2019,$29.77
52,3531337614838066,Ronnie Dunckley,rdunckley1f@google.it,Female,10/29/2019,$87.45
53,6331104401043619418,Sheena Schwander,sschwander1g@fastcompany.com,Female,6/21/2019,$52.06
54,3533068880246217,Stewart Edlestone,sedlestone1h@mashable.com,Male,3/14/2020,$78.85
55,6334947232983490,Tamqrah Boldock,tboldock1i@multiply.com,Female,7/1/2019,$17.30
56,3563350540236421,Rosy Hindrich,rhindrich1j@indiatimes.com,Female,10/21/2019,$94.48
57,560224693363772158,Gladi Brimmacombe,gbrimmacombe1k@webnode.com,Female,4/24/2020,$16.02
58,30535002654845,Sheridan Gier,sgier1l@dell.com,Male,3/1/2020,$93.40
59,3554483727635510,Jason Laurisch,jlaurisch1m@csmonitor.com,Male,1/17/2020,$10.29
60,5602239197250538,Dante McKeowon,dmckeowon1n@webmd.com,Male,8/17/2019,$4.11
61,58930638622065290,Alli Bracher,abracher1o@nature.com,Female,5/22/2019,$9.35
62,5610591522751883728,Joella Bagot,jbagot1p@theguardian.com,Female,1/19/2020,$23.76
63,3528905794654746,Byrom Carlson,bcarlson1q@creativecommons.org,Male,4/10/2020,$44.57
64,30137626809556,Henka Grigolli,hgrigolli1r@bluehost.com,Female,10/27/2019,$84.10
65,6771630818350413,Chiarra Crewther,ccrewther1s@acquirethisname.com,Female,2/18/2020,$8.83
66,5007660354284195,Becka Marshalleck,bmarshalleck1t@free.fr,Female,12/22/2019,$69.95
