id,cardnumber,full_name,email,gender,month,value
1,3542117860754309,Tate Simioli,tsimioli0@phpbb.com,Male,8/26/2019,$52.70
2,3570550563351871,Frederic Larvor,flarvor1@narod.ru,Male,1/17/2020,$13.54
3,3532073240438943,Tybi De Ruggiero,tde2@de.vu,Female,9/11/2019,$85.98
4,3552747599769314,Dannel Crinkley,dcrinkley3@oaic.gov.au,Male,11/28/2019,$15.46
5,5100179936927185,Mike Veschi,mveschi4@usatoday.com,Male,7/7/2019,$39.23
6,3541610343774119,Tybie Yakovl,tyakovl5@dion.ne.jp,Female,11/14/2019,$39.52
7,3573784058398934,Frasier Mattusov,fmattusov6@cdc.gov,Male,2/13/2020,$87.06
8,4405914253273499,Urbano Durran,udurran7@multiply.com,Male,3/7/2020,$4.10
9,36971111044616,Heall Tieraney,htieraney8@xrea.com,Male,10/18/2019,$86.59
10,4508362285807528,Waylen Wrout,wwrout9@scientificamerican.com,Male,10/24/2019,$80.79
11,3558949517504740,Candra Desporte,cdesportea@tiny.cc,Female,10/9/2019,$15.34
12,3570220896009113,Ana Gorring,agorringb@statcounter.com,Female,8/13/2019,$36.99
13,3553213521008833,Alva Kemmish,akemmishc@hhs.gov,Male,12/7/2019,$8.41
14,30119724454550,Paul Sabbin,psabbind@vinaora.com,Male,2/12/2020,$98.66
15,4405076203525996,Lavena Airton,lairtone@hubpages.com,Female,7/29/2019,$14.36
16,5010128925048619,Rosco Mapp,rmappf@nbcnews.com,Male,2/23/2020,$52.33
17,30543006869773,Ali Bischop,abischopg@exblog.jp,Female,10/8/2019,$68.53
18,0604324413826973045,Herrick Philippson,hphilippsonh@amazonaws.com,Male,11/28/2019,$57.19
19,3571692165154680,Charil Jevons,cjevonsi@mayoclinic.com,Female,3/22/2020,$44.81
20,3536941867820815,Kalil Gerhts,kgerhtsj@thetimes.co.uk,Male,8/15/2019,$18.74
21,4508995312963606,Goldy Trassler,gtrasslerk@gizmodo.com,Female,4/3/2020,$7.04
22,670945103242495190,Antin Murie,amuriel@g.co,Male,8/16/2019,$42.89
23,6331106163950669608,Candide Mitford,cmitfordm@marriott.com,Female,8/19/2019,$54.37
24,3574337885832556,Arnie Storrah,astorrahn@cnet.com,Male,8/10/2019,$63.95
25,3544448464520657,Rosalyn Lamar,rlamaro@typepad.com,Female,10/9/2019,$87.69
26,5002353131753824,Beverlee Manueli,bmanuelip@360.cn,Female,12/23/2019,$25.54
27,670634754591183435,Tedda Fipp,tfippq@sun.com,Female,2/21/2020,$30.98
28,5188321003896241,Caril Coatsworth,ccoatsworthr@weibo.com,Female,9/25/2019,$49.73
29,5209607508582541,Corrina Berardt,cberardts@tiny.cc,Female,2/6/2020,$7.54
30,374283866298292,Ryan Ciccetti,rciccettit@businesswire.com,Male,10/27/2019,$30.44
31,3589998744634138,Imelda Warnes,iwarnesu@sakura.ne.jp,Female,2/22/2020,$69.23
32,5002356098472015,Lauren Anstead,lansteadv@google.de,Female,3/6/2020,$59.76
33,56022270472681845,Lombard Gilkison,lgilkisonw@theatlantic.com,Male,9/13/2019,$90.41
34,201596171419587,Suzanne Hunnisett,shunnisettx@usnews.com,Female,9/5/2019,$97.66
35,30233645788069,Kinsley Strathman,kstrathmany@princeton.edu,Male,5/6/2020,$32.26
36,5108750479289944,Lorianna Scoble,lscoblez@globo.com,Female,1/21/2020,$58.31
37,5002352266596966,Clementius Orton,corton10@nps.gov,Male,6/21/2019,$93.07
38,3539663067804020,Inglebert Pledge,ipledge11@vistaprint.com,Male,11/9/2019,$93.90
39,5610228623648142,Patrice Trobridge,ptrobridge12@aol.com,Female,8/23/2019,$67.74
40,5007668225370374,Dale Matzel,dmatzel13@blogspot.com,Male,10/7/2019,$80.44
41,3579772763437620,Adeline Callender,acallender14@noaa.gov,Female,6/30/2019,$25.09
42,675992417816083260,Sammy Biggs,sbiggs15@usatoday.com,Male,4/26/2020,$11.72
43,3568136161557681,Kamila Wheater,kwheater16@go.com,Female,8/14/2019,$68.83
44,3566110976396686,Thadeus Zima,tzima17@google.it,Male,8/8/2019,$64.93
45,3574352325787435,Clari Hazeldene,chazeldene18@omniture.com,Female,11/21/2019,$37.83
46,3531632691463659,Murdoch Ormistone,mormistone19@nbcnews.com,Male,1/1/2020,$5.34
47,67614295101075896,Coralie Scallon,cscallon1a@bbb.org,Female,11/15/2019,$21.13
48,4175008528881877,Del Kiloh,dkiloh1b@people.com.cn,Male,7/24/2019,$12.11
49,3547616720843066,Carilyn Cunniff,ccunniff1c@blog.com,Female,7/12/2019,$75.70
50,3538375592010186,Verina Ximenez,vximenez1d@goo.gl,Female,1/24/2020,$55.65
51,5641828404199802,Maddy Rathbourne,mrathbourne1e@spiegel.de,Male,3/12/2020,$31.99
52,3567319246737590,Camile Blues,cblues1f@elpais.com,Female,12/5/2019,$47.76
53,5602257068105771,Nicole Groger,ngroger1g@theglobeandmail.com,Female,1/25/2020,$83.10
54,30060511913053,Leslie Hansford,lhansford1h@comcast.net,Female,9/1/2019,$60.06
55,5602244075485404,Marjie Cow,mcow1i@techcrunch.com,Female,6/13/2019,$63.95
56,3573415242899855,Umberto Binyon,ubinyon1j@wsj.com,Male,1/6/2020,$58.94
57,4026357692518166,Adriano Gidden,agidden1k@blinklist.com,Male,10/2/2019,$6.75
58,3547612666322694,Wally Podd,wpodd1l@bizjournals.com,Male,8/1/2019,$60.15
59,5390603536223017,Magnum Brasier,mbrasier1m@wikia.com,Male,9/28/2019,$37.95
60,5020424042748445981,Katine Ruscoe,kruscoe1n@histats.com,Female,12/11/2019,$71.66
61,5520498634131649,Jessika Montfort,jmontfort1o@tuttocitta.it,Female,11/5/2019,$28.46
62,201650239218976,Townsend Inmett,tinmett1p@ed.gov,Male,3/17/2020,$13.02
63,3570730030994350,Florentia McGrady,fmcgrady1q@gmpg.org,Female,9/25/2019,$72.20
64,5566406523279556,Dawna Chugg,dchugg1r@cmu.edu,Female,4/22/2020,$50.77
65,670608626651607762,Marilin Doud,mdoud1s@icio.us,Female,2/26/2020,$10.79
66,6761431100813024,Twila Yegorov,tyegorov1t@example.com,Female,9/27/2019,$61.65
67,3575740954427217,Kristyn Eydel,keydel1u@skype.com,Female,7/31/2019,$40.99
68,3583982074492537,Georgi Botterell,gbotterell1v@amazonaws.com,Male,6/2/2019,$68.37
69,5487501694893213,Janos Mourton,jmourton1w@spiegel.de,Male,12/7/2019,$78.69
70,5048370826486607,Oliver Husband,ohusband1x@archive.org,Male,4/2/2020,$38.46
71,3574066858574024,Almeda Ovell,aovell1y@scientificamerican.com,Female,3/26/2020,$76.54
72,3579505110751255,Felicio Colebourn,fcolebourn1z@cyberchimps.com,Male,11/19/2019,$80.13
73,3574738322844189,Casar Oty,coty20@dmoz.org,Male,12/17/2019,$2.04
74,3560607063173379,Bernard Korf,bkorf21@ehow.com,Male,9/26/2019,$48.18
75,3554183943677284,Corny Shoubridge,cshoubridge22@umn.edu,Male,10/24/2019,$68.39
76,5100134488271946,Thalia Hambers,thambers23@arstechnica.com,Female,9/4/2019,$45.10
77,3538822925694400,Tove Feake,tfeake24@soup.io,Female,5/21/2019,$47.63
78,3552970461586810,Gloria Pleasants,gpleasants25@wsj.com,Female,2/6/2020,$55.17
79,4905359832231568642,Stanislaw Holliar,sholliar26@cnet.com,Male,4/6/2020,$85.20
80,5002358226819539,Wolfie Blackney,wblackney27@unblog.fr,Male,9/8/2019,$82.06
81,5893904114317540,Cristen Chominski,cchominski28@cbc.ca,Female,9/2/2019,$49.77
82,4017954763777,Monroe Serman,mserman29@gravatar.com,Male,3/24/2020,$47.87
83,3585665850134252,Chadwick Murt,cmurt2a@latimes.com,Male,6/24/2019,$87.11
84,5100137291643615,Bale Worsell,bworsell2b@ameblo.jp,Male,1/5/2020,$94.45
85,3556886859139002,Tybie Whiteley,twhiteley2c@scientificamerican.com,Female,9/18/2019,$27.66
86,4936252234724829,Tobey Braikenridge,tbraikenridge2d@dagondesign.com,Female,7/10/2019,$20.53
87,5002351646618789,Dallas Rubens,drubens2e@blog.com,Female,6/18/2019,$87.58
88,4913834874589724,Renae Giddy,rgiddy2f@amazon.de,Female,8/9/2019,$87.12
