id,cardnumber,full_name,email,gender,month,value
1,5588472706105384,Jonell Devine,jdevine0@nifty.com,Female,7/26/2019,$76.19
2,372301228350171,Lizzie Fenelon,lfenelon1@prweb.com,Female,3/27/2020,$96.36
3,5641825046031198114,Gwenore Jaggers,gjaggers2@huffingtonpost.com,Female,1/22/2020,$96.88
4,201766867670120,Herminia Hamshar,hhamshar3@cdc.gov,Female,12/21/2019,$48.32
5,4903241977132759381,Jermaine Pablos,jpablos4@dmoz.org,Male,2/23/2020,$76.75
6,3530259587026738,Devin Ibbeson,dibbeson5@hatena.ne.jp,Male,9/9/2019,$9.10
7,3556852762279616,Isobel Harower,iharower6@soup.io,Female,1/3/2020,$71.61
8,371033012902468,Sancho Stewartson,sstewartson7@newyorker.com,Male,7/1/2019,$36.57
9,5458434493557273,Elisabet Hanmer,ehanmer8@sfgate.com,Female,4/11/2020,$49.47
10,3549615259843263,Smith Ames,sames9@photobucket.com,Male,2/7/2020,$64.79
11,3576451615448076,Kinnie Iacobo,kiacoboa@cbc.ca,Male,8/1/2019,$92.00
12,5194230534734775,Minta Mullaney,mmullaneyb@woothemes.com,Female,4/13/2020,$10.97
13,3570634550941595,Kitty Vile,kvilec@dagondesign.com,Female,5/8/2020,$29.06
14,201811606014741,Cy Bordman,cbordmand@constantcontact.com,Male,12/2/2019,$58.91
15,3566450414034022,Vergil Firebrace,vfirebracee@exblog.jp,Male,7/18/2019,$51.22
16,5002358575176168,Kendal Martinovic,kmartinovicf@amazon.co.uk,Male,9/22/2019,$36.90
17,201576143179139,Morena Natt,mnattg@telegraph.co.uk,Female,3/11/2020,$80.08
18,30133924259446,Brodie Willoughey,bwillougheyh@dyndns.org,Male,7/9/2019,$87.77
19,3569109620856480,Bruce Daldry,bdaldryi@so-net.ne.jp,Male,12/17/2019,$19.58
20,4026223753749506,Godart Lansly,glanslyj@comsenz.com,Male,2/29/2020,$76.51
21,3550624936693329,Jermaine Ledgard,jledgardk@newyorker.com,Male,8/4/2019,$94.41
22,3587458172596509,Lisetta Valentin,lvalentinl@discuz.net,Female,11/13/2019,$29.23
23,337941164400912,Davis Shales,dshalesm@nyu.edu,Male,6/20/2019,$10.19
24,5020620764408089740,Barbara Lagde,blagden@arizona.edu,Female,10/14/2019,$32.59
25,3563283766084797,Christos Sulland,csullando@yale.edu,Male,2/29/2020,$57.33
26,6771262669356091103,Annmarie Kerrey,akerreyp@wiley.com,Female,4/12/2020,$86.04
27,201941134091117,Frannie Fessier,ffessierq@feedburner.com,Female,2/3/2020,$34.50
28,3529650377287303,Abba Deere,adeerer@privacy.gov.au,Male,2/1/2020,$74.08
29,3560337845328436,Darrin Woolam,dwoolams@auda.org.au,Male,3/6/2020,$46.35
30,3588569465060075,Osgood Dale,odalet@reverbnation.com,Male,7/8/2019,$87.34
31,5007660517658566,Seumas Yoxen,syoxenu@nydailynews.com,Male,9/14/2019,$58.69
32,6333322952787581,Hadria Dansey,hdanseyv@nymag.com,Female,11/24/2019,$59.06
33,5002354232936714,Patrizius Malatalant,pmalatalantw@imageshack.us,Male,11/15/2019,$24.06
34,3561239273817717,Guthrie Stains,gstainsx@e-recht24.de,Male,1/12/2020,$44.95
35,5108758741471315,Aile Gunther,agunthery@booking.com,Female,2/21/2020,$51.54
36,3557685552384546,Lilllie Philpott,lphilpottz@msn.com,Female,2/19/2020,$29.28
37,5602240258609356,Lavinia Hemshall,lhemshall10@reverbnation.com,Female,4/8/2020,$77.83
38,3576806550703696,Bernadene Vasilov,bvasilov11@bloomberg.com,Female,7/25/2019,$20.51
39,6376668653273117,Edmund Avery,eavery12@samsung.com,Male,8/26/2019,$47.53
40,30054657369543,Ardenia Saggs,asaggs13@netscape.com,Female,1/9/2020,$62.89
41,30391268115554,Guenna Cheale,gcheale14@trellian.com,Female,7/3/2019,$73.88
42,3579332678120934,Cristina Brimley,cbrimley15@bandcamp.com,Female,9/20/2019,$40.56
43,5602256872809610,Quinn MacFaell,qmacfaell16@hud.gov,Male,3/22/2020,$66.97
44,3535866663910562,Dode Stolberg,dstolberg17@shinystat.com,Female,4/17/2020,$30.36
45,30554341287753,Ewart Allder,eallder18@unc.edu,Male,6/26/2019,$84.45
46,3576889116204813,Lauritz Meier,lmeier19@google.cn,Male,5/16/2019,$26.00
47,3578583973170245,Bobbe Wyndham,bwyndham1a@last.fm,Female,6/11/2019,$7.92
48,3584430800551407,Dianne Cleiment,dcleiment1b@geocities.com,Female,1/12/2020,$10.81
49,3589425525165512,Averil Cluely,acluely1c@irs.gov,Male,7/1/2019,$30.42
50,6706711640012831789,Kaia Whisby,kwhisby1d@ed.gov,Female,3/15/2020,$5.17
51,6377664860747091,Robbert Kynastone,rkynastone1e@ezinearticles.com,Male,11/25/2019,$40.34
52,5313355477561509,Magdalena MacGorley,mmacgorley1f@sourceforge.net,Female,11/6/2019,$61.19
53,3555686434959291,Milicent Weldon,mweldon1g@nbcnews.com,Female,5/7/2020,$59.29
54,6759713156095562,Lee Frye,lfrye1h@wikispaces.com,Male,3/27/2020,$73.09
55,30124269490548,Hesther Joriot,hjoriot1i@microsoft.com,Female,2/11/2020,$92.85
56,3545243086687326,Marchall Knatt,mknatt1j@uol.com.br,Male,3/16/2020,$49.06
57,3541137324900588,Ara Fritchly,afritchly1k@sakura.ne.jp,Female,3/30/2020,$39.37
58,3569032333178606,Carney Medd,cmedd1l@hibu.com,Male,4/25/2020,$31.60
59,30352113867476,Ivory Pilpovic,ipilpovic1m@twitter.com,Female,2/13/2020,$88.60
60,374622709409485,Cacilia Simonazzi,csimonazzi1n@ow.ly,Female,1/6/2020,$42.19
61,3576671086856545,Clerkclaude Udale,cudale1o@unblog.fr,Male,5/13/2019,$49.67
62,5038727854963850,Shea Jacquest,sjacquest1p@sphinn.com,Female,6/23/2019,$65.60
63,3558565507138073,Teodora Pawlett,tpawlett1q@sphinn.com,Female,4/26/2020,$79.18
64,30443197754142,Kare Kellen,kkellen1r@google.pl,Female,4/4/2020,$31.70
65,3531580807627636,Erv Bedson,ebedson1s@slashdot.org,Male,3/21/2020,$79.11
66,3533072138450373,Jewell Mallett,jmallett1t@latimes.com,Female,6/10/2019,$50.57
67,340304219247090,Huntlee Stormont,hstormont1u@japanpost.jp,Male,7/29/2019,$11.39
68,374288487130691,Lara Viall,lviall1v@freewebs.com,Female,4/7/2020,$21.35
69,201999022397962,Deeyn Hargrave,dhargrave1w@scientificamerican.com,Female,8/23/2019,$58.27
70,6334803409296526626,Lloyd Wilmore,lwilmore1x@networksolutions.com,Male,8/21/2019,$74.82
71,6393692426344863,Anderson Pargetter,apargetter1y@friendfeed.com,Male,10/15/2019,$36.52
72,201732177924177,Dorelle McArt,dmcart1z@sakura.ne.jp,Female,5/12/2019,$48.25
73,5048371868024009,Yorke Bedenham,ybedenham20@bluehost.com,Male,10/23/2019,$68.65
74,6759794784979963,Fanchon Florentine,fflorentine21@bloglovin.com,Female,9/16/2019,$48.17
75,5610080921150317,Darbie Middell,dmiddell22@vinaora.com,Female,10/8/2019,$63.73
76,3560640036392180,Shelton Cluely,scluely23@cmu.edu,Male,11/26/2019,$43.60
77,3542127963030788,Clifford O'Carroll,cocarroll24@tamu.edu,Male,8/24/2019,$33.27
78,0604598145543545,Elbertine Vannucci,evannucci25@dailymail.co.uk,Female,7/25/2019,$66.23
79,3586341207399191,Allegra Bleier,ableier26@github.com,Female,1/6/2020,$33.60
80,3539017235825542,Curran Pullen,cpullen27@globo.com,Male,5/27/2019,$58.80
81,6767261542499616921,Deny Gosenell,dgosenell28@ftc.gov,Female,5/3/2020,$80.84
82,4453957033232666,Dion Cohane,dcohane29@usda.gov,Female,4/7/2020,$34.96
83,56022376290739051,Dom Schenfisch,dschenfisch2a@about.me,Male,7/26/2019,$44.77
84,4041374815504,Hube Lapwood,hlapwood2b@dedecms.com,Male,8/23/2019,$77.81
85,30366638489053,Barrie Mulhall,bmulhall2c@economist.com,Male,7/30/2019,$85.11
86,3565372569705720,Timmy Giddons,tgiddons2d@acquirethisname.com,Male,3/20/2020,$59.85
87,6375058104062593,Angil Melbourn,amelbourn2e@statcounter.com,Female,6/5/2019,$54.35
88,4917366215794255,Rod Angier,rangier2f@vkontakte.ru,Male,11/15/2019,$73.34
89,3536206043093749,Gracie Whitehouse,gwhitehouse2g@webs.com,Female,3/28/2020,$6.69
90,3577582450541846,Milissent Elfleet,melfleet2h@ifeng.com,Female,2/11/2020,$4.92
91,676793946284475292,Tiler Garbutt,tgarbutt2i@elegantthemes.com,Male,4/19/2020,$49.99
92,3569208998996033,Margy Mirralls,mmirralls2j@miitbeian.gov.cn,Female,7/31/2019,$63.01
93,589306863559323989,Ailis Hickisson,ahickisson2k@oracle.com,Female,9/14/2019,$4.70
94,36151743847104,Cassi Muldoon,cmuldoon2l@flavors.me,Female,8/2/2019,$79.57
95,4508797155179930,Yevette Eversfield,yeversfield2m@census.gov,Female,7/3/2019,$11.15
96,3573756228111512,Jacklyn Bottell,jbottell2n@tinyurl.com,Female,6/17/2019,$1.47
97,3588731797283086,Esme Salkild,esalkild2o@privacy.gov.au,Male,11/1/2019,$1.22
98,3550538468047102,Herta Klus,hklus2p@php.net,Female,1/18/2020,$12.38
99,4026243240512804,Reider Creavin,rcreavin2q@wunderground.com,Male,9/27/2019,$97.14
100,3541922538705653,Balduin Guenther,bguenther2r@yale.edu,Male,4/6/2020,$49.01
101,4917063455477408,Rahel Brittian,rbrittian2s@walmart.com,Female,1/23/2020,$65.71
102,5100178962599322,Paolo Vlasin,pvlasin2t@digg.com,Male,10/29/2019,$7.79
103,3566955050949192,Merrick Fidal,mfidal2u@twitpic.com,Male,3/16/2020,$93.13
104,3547552581080227,Sax Bartholomaus,sbartholomaus2v@digg.com,Male,9/16/2019,$62.68
105,5454962785246753,Kass Mettetal,kmettetal2w@etsy.com,Female,7/24/2019,$26.81
106,3561767722456190,Lida Probbing,lprobbing2x@cam.ac.uk,Female,8/14/2019,$1.05
107,3529195048485274,Pepito Buttrick,pbuttrick2y@cyberchimps.com,Male,12/5/2019,$23.69
108,3558994486262763,Amie Macconaghy,amacconaghy2z@disqus.com,Female,3/1/2020,$74.14
109,56104869909179405,Wyndham List,wlist30@flavors.me,Male,2/24/2020,$52.81
110,4913059759608767,Julita Stuckow,jstuckow31@dailymotion.com,Female,7/2/2019,$13.07
111,4017957204852,Eldredge Gammade,egammade32@state.tx.us,Male,9/28/2019,$10.44
112,30558150238195,Cati Ivashov,civashov33@gizmodo.com,Female,5/28/2019,$79.18
113,3580943535153137,Korey Quainton,kquainton34@cbslocal.com,Male,1/13/2020,$46.00
114,5602216305911607,Andreas Sibly,asibly35@wikispaces.com,Male,2/18/2020,$8.03
115,630427566276159679,Horten Palphramand,hpalphramand36@cafepress.com,Male,8/5/2019,$42.82
116,3561925028436577,Virgie Lineham,vlineham37@tinyurl.com,Male,12/5/2019,$18.10
117,3573267038974990,Dale Varden,dvarden38@comsenz.com,Male,8/3/2019,$11.28
118,4012197370555171,Bell Guidoni,bguidoni39@rakuten.co.jp,Female,11/6/2019,$30.28
119,374622358185386,Benny Dormand,bdormand3a@wordpress.org,Male,10/9/2019,$79.95
120,4844442001594023,Dannie Weatherell,dweatherell3b@dagondesign.com,Male,3/7/2020,$95.87
121,4026326357878595,Ronny Raistrick,rraistrick3c@imgur.com,Female,9/23/2019,$86.75
122,4507620401444521,Elizabet Rizzelli,erizzelli3d@cpanel.net,Female,11/28/2019,$19.71
123,30107229053316,Hamish Haylett,hhaylett3e@jimdo.com,Male,5/23/2019,$10.17
124,3558074486895795,Lesley Mackriell,lmackriell3f@flavors.me,Female,7/8/2019,$73.73
125,560223385678911578,Zara Dolling,zdolling3g@geocities.com,Female,11/6/2019,$55.45
126,30208361470027,Gilbertina Longea,glongea3h@cbc.ca,Female,2/26/2020,$43.39
127,3553309632390027,Clovis Waller,cwaller3i@purevolume.com,Female,4/22/2020,$32.03
128,56109266655804739,Arlyn Du Fray,adu3j@bravesites.com,Female,10/25/2019,$63.97
129,5602257428109646,Wain Firmage,wfirmage3k@google.es,Male,5/23/2019,$92.89
130,3565293076287004,Marigold Kornacki,mkornacki3l@mit.edu,Female,7/12/2019,$98.95
131,4508964705358741,Tammy Francesconi,tfrancesconi3m@gmpg.org,Male,1/1/2020,$85.16
132,56022566561570173,Bart Adicot,badicot3n@fc2.com,Male,12/31/2019,$96.15
133,3560561831405557,Ernaline Ridwood,eridwood3o@miitbeian.gov.cn,Female,10/24/2019,$29.76
134,675991826091742187,Heather Wimpress,hwimpress3p@booking.com,Female,8/19/2019,$33.00
135,3586988897877181,Federico Agirre,fagirre3q@pagesperso-orange.fr,Male,9/28/2019,$10.86
136,3587550004797089,Dorelia Meaders,dmeaders3r@blogs.com,Female,7/6/2019,$48.94
137,5610950332457156,Laina Feronet,lferonet3s@example.com,Female,6/13/2019,$37.24
138,348068440688214,Piggy Winspire,pwinspire3t@livejournal.com,Male,6/18/2019,$99.05
139,3535908225589177,Constanta Rentenbeck,crentenbeck3u@bluehost.com,Female,12/22/2019,$28.57
140,5602244332002646,Xerxes Coultar,xcoultar3v@virginia.edu,Male,2/7/2020,$17.54
141,5602227338493588,Rosanna Dawidowsky,rdawidowsky3w@msu.edu,Female,12/18/2019,$45.34
142,3556438652145560,Remus Dewbury,rdewbury3x@mapy.cz,Male,9/2/2019,$91.70
143,30139372840439,Husein Whatley,hwhatley3y@accuweather.com,Male,2/10/2020,$33.41
144,3541802312569329,Natalie Maden,nmaden3z@youku.com,Female,12/3/2019,$23.19
145,3549188914484246,Maudie Aggett,maggett40@sbwire.com,Female,5/4/2020,$14.00
146,3562646795519697,Bobby Tucknott,btucknott41@networkadvertising.org,Female,5/25/2019,$33.18
147,676224283094895397,Egbert Sleet,esleet42@newyorker.com,Male,9/24/2019,$35.81
148,5893814257693856,Bertine MacMearty,bmacmearty43@surveymonkey.com,Female,2/5/2020,$83.98
149,3566285061513385,Berny Andrivel,bandrivel44@mail.ru,Male,7/6/2019,$53.24
150,3582793718656283,Caron Medcalf,cmedcalf45@wikispaces.com,Female,7/20/2019,$86.97
151,3587405192251011,Fayette Taveriner,ftaveriner46@baidu.com,Female,11/3/2019,$33.50
152,3554299438668461,Sam Overel,soverel47@nba.com,Male,3/15/2020,$45.86
153,3529313552374905,Cortney Aizikovitch,caizikovitch48@ibm.com,Female,6/8/2019,$85.73
154,30236758802536,Claribel Boutflour,cboutflour49@reverbnation.com,Female,9/9/2019,$69.31
155,3565159175573992,Bev Legh,blegh4a@sohu.com,Male,9/11/2019,$45.49
156,3573615905452476,Karoline Headland,kheadland4b@slideshare.net,Female,4/19/2020,$38.47
157,4913229194366475,Lon Ellesmere,lellesmere4c@upenn.edu,Male,3/18/2020,$43.99
158,3571263479203744,Marti Stickins,mstickins4d@lulu.com,Female,1/14/2020,$41.80
159,3583445033463247,Loren Gonnelly,lgonnelly4e@technorati.com,Male,10/23/2019,$66.51
160,3586822285098235,Udall Abbey,uabbey4f@taobao.com,Male,9/19/2019,$38.40
161,6759024735913031058,Colette Swatman,cswatman4g@twitter.com,Female,9/14/2019,$31.98
162,3560240522950623,Melany Boich,mboich4h@blogtalkradio.com,Female,8/11/2019,$63.93
163,3572432766733825,Koo Bilverstone,kbilverstone4i@wikispaces.com,Female,12/23/2019,$25.92
164,5428662907222137,Nonnah Holt,nholt4j@apple.com,Female,5/31/2019,$8.18
165,372686907274266,Lev Graham,lgraham4k@wsj.com,Male,1/21/2020,$60.82
166,3589111216881712,Piggy Bootman,pbootman4l@goodreads.com,Male,5/4/2020,$63.09
167,3551601840805685,Rebeka Engelbrecht,rengelbrecht4m@ed.gov,Female,7/24/2019,$24.64
168,4041370819485277,Anson Harcase,aharcase4n@usgs.gov,Male,10/8/2019,$87.98
169,6383498270790819,Walther Cassells,wcassells4o@tiny.cc,Male,8/5/2019,$72.73
170,3584865524622168,Chan Rubenchik,crubenchik4p@biblegateway.com,Male,7/29/2019,$23.94
171,3553893647584625,Sergio Cassidy,scassidy4q@europa.eu,Male,2/29/2020,$71.84
172,5539824101970699,Noah Burnard,nburnard4r@thetimes.co.uk,Male,8/18/2019,$3.23
173,3576282753173840,Effie Babon,ebabon4s@netscape.com,Female,5/31/2019,$98.04
174,5497939009656008,Vick Pickerill,vpickerill4t@time.com,Male,4/5/2020,$63.08
175,4905365694546719,Roley Cressor,rcressor4u@archive.org,Male,1/20/2020,$32.43
176,3574483658825565,Luella Tonn,ltonn4v@nasa.gov,Female,10/10/2019,$19.50
177,6304495737785362,Adeline Hardesty,ahardesty4w@newyorker.com,Female,12/16/2019,$85.41
178,5602253043648860,Cort Blindmann,cblindmann4x@canalblog.com,Male,10/30/2019,$77.80
179,201670452153767,Tisha Chaffey,tchaffey4y@icq.com,Female,9/8/2019,$98.58
180,5610680233003904,Emilee Apfler,eapfler4z@goo.ne.jp,Female,10/29/2019,$76.21
181,3565452706139114,Barnaby Brassill,bbrassill50@163.com,Male,8/1/2019,$38.05
182,6374932937623014,Mohandis Teck,mteck51@desdev.cn,Male,10/30/2019,$51.61
183,6762327200794115,Batholomew Murphy,bmurphy52@cdc.gov,Male,9/18/2019,$19.92
184,36460276219916,Lonnard Shenton,lshenton53@columbia.edu,Male,6/20/2019,$23.34
185,5602239926972541442,Eduardo Goch,egoch54@istockphoto.com,Male,9/7/2019,$32.22
