id,cardnumber,full_name,email,gender,month,value
1,5641827269377850373,Armando Belch,abelch0@eepurl.com,Male,9/15/2019,$17.89
2,4917634688881929,Gratia Kinnach,gkinnach1@scribd.com,Female,5/11/2019,$96.74
3,3561668288138265,Kipp Beyer,kbeyer2@cpanel.net,Male,6/30/2019,$9.76
4,3549596950897545,Matilda Michelle,mmichelle3@china.com.cn,Female,6/21/2019,$21.99
5,6331103331314962,Grantley Wharram,gwharram4@oracle.com,Male,3/3/2020,$33.03
6,3562907892900903,Stefanie Barnewell,sbarnewell5@mtv.com,Female,11/30/2019,$75.56
7,36952332709880,Cherye Murkin,cmurkin6@nydailynews.com,Female,11/19/2019,$71.30
8,6706898381846139,Mirna Barczewski,mbarczewski7@netvibes.com,Female,7/11/2019,$77.56
9,633110404067478080,Debor Pace,dpace8@cdc.gov,Female,4/7/2020,$46.36
10,4913890079948545,Casey Phelipeau,cphelipeau9@theatlantic.com,Male,8/30/2019,$51.46
11,3536125459582377,Rurik McPhilemy,rmcphilemya@noaa.gov,Male,7/26/2019,$68.41
12,4017958683655361,Egon Holtom,eholtomb@nps.gov,Male,8/16/2019,$91.65
13,3585505380338363,Philipa Whicher,pwhicherc@indiatimes.com,Female,10/14/2019,$80.87
14,5602247180018663,Petunia Karsh,pkarshd@ocn.ne.jp,Female,12/24/2019,$84.23
15,30531038792097,Lazarus Slane,lslanee@japanpost.jp,Male,7/2/2019,$89.46
16,5602233532928387,Jobie Jereatt,jjereattf@cdbaby.com,Female,4/23/2020,$3.73
17,36055307778631,Nanny Aronovich,naronovichg@unc.edu,Female,7/6/2019,$31.80
18,5018098919837701,Iris Jensen,ijensenh@nps.gov,Female,8/7/2019,$68.95
19,3588091971423952,Elisha Farry,efarryi@miitbeian.gov.cn,Female,7/29/2019,$10.44
20,3563021485535529,Sasha Syalvester,ssyalvesterj@webmd.com,Male,1/25/2020,$38.68
21,3528351655287690,Euell Hancorn,ehancornk@last.fm,Male,9/30/2019,$22.78
22,5419029914780666,Jobi Vegas,jvegasl@liveinternet.ru,Female,1/20/2020,$17.92
23,5100146854206595,Alford Timlin,atimlinm@nps.gov,Male,12/8/2019,$80.72
24,3567105538987377,Marnia Whellans,mwhellansn@angelfire.com,Female,9/5/2019,$35.19
25,3588791602811224,Berk Howitt,bhowitto@shop-pro.jp,Male,2/18/2020,$44.43
26,3534794061328230,Hazel Pitcock,hpitcockp@oaic.gov.au,Male,11/30/2019,$59.58
