id,cardnumber,full_name,email,gender,month,value
1,3546444211519173,Courtnay Edowes,cedowes0@answers.com,Female,1/7/2020,$45.03
2,3548454013194479,Ruy Mantz,rmantz1@vistaprint.com,Male,4/20/2020,$1.85
3,5641820682666529,Alard Cammish,acammish2@yelp.com,Male,11/19/2019,$17.17
4,3553501867476758,Jocko Alster,jalster3@topsy.com,Male,2/26/2020,$63.82
5,201551324554640,Josi Peat,jpeat4@flickr.com,Female,1/30/2020,$64.42
6,3558190892264333,Adel Gellion,agellion5@wisc.edu,Female,5/7/2020,$72.73
7,371956672112384,Colver Banbury,cbanbury6@infoseek.co.jp,Male,9/7/2019,$2.01
8,5610539592519688,Marley Vandenhoff,mvandenhoff7@hud.gov,Female,4/16/2020,$20.11
9,3567251137255723,Wendall Worlock,wworlock8@paypal.com,Male,3/4/2020,$36.00
10,3550019836239937,Gerald Annandale,gannandale9@oracle.com,Male,10/8/2019,$81.04
11,6333727150909318,Rollin Guterson,rgutersona@cargocollective.com,Male,4/16/2020,$82.27
12,3565587529645183,Hyman Whipp,hwhippb@rediff.com,Male,11/3/2019,$53.79
13,6388901680280367,Nobe Foyston,nfoystonc@ning.com,Male,12/4/2019,$20.05
14,3572286594949510,Drake Murkus,dmurkusd@istockphoto.com,Male,2/22/2020,$67.92
15,201959927832067,Natala Piscopello,npiscopelloe@123-reg.co.uk,Female,2/16/2020,$42.49
16,3580844191832388,Rik Maytom,rmaytomf@arstechnica.com,Male,5/16/2019,$66.40
17,3574814795154305,Broddie Windybank,bwindybankg@gmpg.org,Male,4/25/2020,$44.85
18,4041594673691,Gordan Tytherton,gtythertonh@mediafire.com,Male,7/12/2019,$13.27
19,5597097986912131,Spenser Trimble,strimblei@berkeley.edu,Male,12/12/2019,$18.09
20,201511524767558,Corbin Guidelli,cguidellij@twitpic.com,Male,9/4/2019,$85.93
21,5602246805608692,Ly Usmar,lusmark@woothemes.com,Male,2/13/2020,$61.94
22,3584337204429397,Newton Riddiough,nriddioughl@mediafire.com,Male,10/30/2019,$66.57
23,4175004395972550,Mortimer Stoakes,mstoakesm@statcounter.com,Male,10/12/2019,$38.07
24,3570659263468024,Ethelbert Campling,ecamplingn@disqus.com,Male,2/9/2020,$48.73
25,6376758383740079,Aymer Ganter,agantero@github.com,Male,2/17/2020,$67.26
26,3541675608370960,Charyl Tomkinson,ctomkinsonp@seesaa.net,Female,6/21/2019,$81.36
27,374622716374292,Orel Binns,obinnsq@de.vu,Female,8/22/2019,$13.05
28,337941009386433,Myca Mathiot,mmathiotr@sphinn.com,Male,7/26/2019,$58.56
29,3571927988035736,Lavina Hallowes,lhallowess@bbb.org,Female,11/7/2019,$37.90
30,3554301905169310,Cristine Teesdale,cteesdalet@ucoz.com,Female,10/10/2019,$86.50
31,371075303164514,Alexandro de Grey,adeu@sciencedirect.com,Male,11/22/2019,$93.15
32,3532082102010484,Cam Onthank,conthankv@reverbnation.com,Male,10/5/2019,$97.90
33,30520629442774,Elvera Amery,eameryw@csmonitor.com,Female,12/2/2019,$81.80
34,3532070274855083,Joelie Ciani,jcianix@hibu.com,Female,8/29/2019,$73.13
35,3580912010301107,Che Cleeves,ccleevesy@canalblog.com,Male,9/24/2019,$84.71
36,3559501757561853,Omero Rajchert,orajchertz@gmpg.org,Male,7/26/2019,$6.58
37,3576084592162194,Bea Lewendon,blewendon10@microsoft.com,Female,6/1/2019,$21.99
38,67632362057103722,Marcelline McEvoy,mmcevoy11@acquirethisname.com,Female,8/1/2019,$17.95
39,30060814144380,Kahlil Gresley,kgresley12@rambler.ru,Male,12/5/2019,$24.32
40,30355751881899,Katuscha Bawle,kbawle13@g.co,Female,3/27/2020,$14.77
41,6767688727556500,Terrell McHenry,tmchenry14@stumbleupon.com,Male,3/23/2020,$74.37
42,6390064462992935,Fulton Woolis,fwoolis15@hexun.com,Male,7/6/2019,$80.32
43,50186741952863611,Eleonora Yvon,eyvon16@ibm.com,Female,10/29/2019,$56.29
44,56107335800045340,Mandi Mapham,mmapham17@pagesperso-orange.fr,Female,8/18/2019,$10.68
45,4917636336770933,Silva Poli,spoli18@zimbio.com,Female,9/14/2019,$34.33
46,5100148404755196,Burk Shiel,bshiel19@apple.com,Male,12/11/2019,$41.90
47,3543115123898128,Augustin Rochester,arochester1a@hhs.gov,Male,2/18/2020,$2.62
48,30143807294246,Elianore Lyal,elyal1b@tripadvisor.com,Female,8/2/2019,$14.91
49,3564294216981119,Coleen Chatwin,cchatwin1c@shutterfly.com,Female,8/7/2019,$71.99
50,3589979363856780,Ileane Lemarie,ilemarie1d@barnesandnoble.com,Female,9/5/2019,$18.24
51,4405475207727006,Margit Innot,minnot1e@gravatar.com,Female,7/28/2019,$30.66
52,5602253806646610206,Gayle Balma,gbalma1f@1und1.de,Female,3/7/2020,$83.91
53,3531423855268930,Gayleen Tatershall,gtatershall1g@sbwire.com,Female,4/11/2020,$8.50
54,5545085512538572,Talyah Charer,tcharer1h@dot.gov,Female,9/9/2019,$45.13
55,5314664871081975,Beniamino Humberstone,bhumberstone1i@ovh.net,Male,10/25/2019,$66.99
56,4175003384376088,Hannie Pawlicki,hpawlicki1j@latimes.com,Female,11/26/2019,$86.12
57,5610763663594939,Lovell Bachura,lbachura1k@freewebs.com,Male,2/26/2020,$57.43
58,3545653994838383,Imogene Aiskrigg,iaiskrigg1l@tripadvisor.com,Female,2/21/2020,$95.48
59,3528917806236099,Clark Burrage,cburrage1m@ucoz.com,Male,9/10/2019,$27.26
60,5602256804643160,Vassily Slowey,vslowey1n@about.me,Male,9/2/2019,$24.41
61,5602216682014512,Phillipe Dobsons,pdobsons1o@buzzfeed.com,Male,12/11/2019,$65.23
62,374622302127674,Correy Pettiward,cpettiward1p@arizona.edu,Male,10/8/2019,$55.62
63,4017955741988,Chester Sweeney,csweeney1q@uol.com.br,Male,6/30/2019,$68.55
64,201464912497612,Cammi Amiss,camiss1r@businessinsider.com,Female,9/8/2019,$67.19
65,3562827397114570,Ranice Dodding,rdodding1s@indiegogo.com,Female,5/3/2020,$44.86
66,3551854161420887,Joseito Ollin,jollin1t@noaa.gov,Male,5/28/2019,$47.79
67,3571129485243273,Mireielle Saice,msaice1u@google.co.uk,Female,4/16/2020,$74.26
68,3538020232417827,Finley Stanlake,fstanlake1v@jiathis.com,Male,6/4/2019,$6.16
69,3543083422081673,Vlad Drohane,vdrohane1w@europa.eu,Male,10/14/2019,$42.47
70,3562615715304753,Jeralee Plowes,jplowes1x@usda.gov,Female,7/8/2019,$64.16
71,3534692036182957,Margarete Meekin,mmeekin1y@scribd.com,Female,4/10/2020,$35.21
72,3550979870609461,Juan Hartly,jhartly1z@boston.com,Male,12/18/2019,$30.15
73,36493977400659,Robinet Toovey,rtoovey20@gnu.org,Female,2/10/2020,$47.48
74,4041370278231709,Cybil Jozsika,cjozsika21@liveinternet.ru,Female,2/18/2020,$63.03
75,349752835927662,Shelby Placidi,splacidi22@ucla.edu,Male,12/6/2019,$58.23
76,4175006759259078,Tully Atkyns,tatkyns23@opensource.org,Male,7/3/2019,$34.91
77,3574227615110318,Rees Van Haeften,rvan24@homestead.com,Male,9/1/2019,$44.12
78,63049513359692772,Alyson O' Faherty,ao25@jigsy.com,Female,11/20/2019,$43.53
79,630477497217072061,Rina Langdridge,rlangdridge26@shutterfly.com,Female,7/26/2019,$70.48
80,6709294227913837,Ade Merman,amerman27@bbc.co.uk,Male,11/14/2019,$33.50
81,344581266992415,Burr Egdale,begdale28@liveinternet.ru,Male,7/18/2019,$15.35
82,3561402098204798,Terrell Hewson,thewson29@friendfeed.com,Male,5/1/2020,$51.48
83,3537399523051789,Tiff Bollin,tbollin2a@cnn.com,Female,11/11/2019,$62.28
84,5107929045639656,Corly Hawkslee,chawkslee2b@google.com.br,Female,10/6/2019,$63.90
85,4041379600359377,Abner Renouf,arenouf2c@bloomberg.com,Male,8/15/2019,$4.58
86,633394260172450381,Demott Nesbit,dnesbit2d@last.fm,Male,6/15/2019,$53.83
87,3577256138140343,Godfree Foyster,gfoyster2e@archive.org,Male,3/11/2020,$12.82
88,3569054369681832,Ansel Whiterod,awhiterod2f@cbslocal.com,Male,3/21/2020,$61.73
89,6397011159241723,Jarrett Cours,jcours2g@mozilla.com,Male,9/28/2019,$1.79
90,4508774833053951,Ingram Lawton,ilawton2h@ucoz.com,Male,5/14/2019,$91.45
91,5602242660356857,Brandon Bucktrout,bbucktrout2i@hhs.gov,Male,3/25/2020,$4.34
92,3546877682814989,Abdul Gothrup,agothrup2j@webs.com,Male,4/17/2020,$70.82
93,3554647120011731,Germaine Huntress,ghuntress2k@state.gov,Male,9/10/2019,$63.43
94,5002352399752361,Ward Eayres,weayres2l@discovery.com,Male,7/19/2019,$99.09
