id,cardnumber,full_name,email,gender,month,value
1,5038139707024287459,Stefan Edghinn,sedghinn0@imageshack.us,Male,6/2/2019,$9.39
2,5641829674011222350,Iosep Elgy,ielgy1@smugmug.com,Male,2/22/2020,$96.77
3,5038396579057428450,Brinn Mattke,bmattke2@google.co.uk,Female,4/27/2020,$79.34
4,3577227825210889,Ellswerth Pavolillo,epavolillo3@indiatimes.com,Male,8/13/2019,$65.24
5,3564210300068092,Aloisia Rugieri,arugieri4@vkontakte.ru,Female,9/6/2019,$16.42
6,6334187383227164599,Allie Habercham,ahabercham5@amazon.de,Male,3/4/2020,$63.21
7,5002355278385922,Tate Cassar,tcassar6@imdb.com,Male,5/5/2020,$40.62
8,4881533982954,Sadie Landes,slandes7@imageshack.us,Female,2/23/2020,$79.87
9,58936943060586623,Hersch Nashe,hnashe8@bloomberg.com,Male,9/5/2019,$78.82
10,3541333662234405,Alejandra Clelle,aclelle9@csmonitor.com,Female,9/30/2019,$25.90
11,347378536220546,Eula Chauvey,echauveya@twitpic.com,Female,9/23/2019,$74.63
12,3569033965917121,Thornton Patroni,tpatronib@skyrock.com,Male,2/8/2020,$41.68
13,5641823556782356,Herbert Crepin,hcrepinc@latimes.com,Male,4/19/2020,$45.78
14,3532450617801293,Malory Vida,mvidad@flavors.me,Female,2/8/2020,$61.17
15,6333025745491022794,Maegan Brayn,mbrayne@intel.com,Female,1/24/2020,$6.56
16,3584122342122348,Georgeanne Edington,gedingtonf@is.gd,Female,12/25/2019,$90.30
17,3534923267895821,Otha Pettwood,opettwoodg@gnu.org,Female,11/26/2019,$67.33
18,3534306587722356,Lisha Henniger,lhennigerh@mac.com,Female,10/22/2019,$48.18
19,490566349019068766,Norene Jevons,njevonsi@mozilla.org,Female,6/5/2019,$95.68
20,56022461371259979,Lemuel Gyles,lgylesj@blinklist.com,Male,4/27/2020,$49.89
21,5602258338900221939,Johnette Flaxon,jflaxonk@cbsnews.com,Female,8/1/2019,$78.73
22,201457182387927,Dylan Wyke,dwykel@census.gov,Male,1/24/2020,$52.44
23,6331100529491230,Lona Prendeville,lprendevillem@de.vu,Female,8/25/2019,$90.34
24,56022114943883418,Jean Leban,jlebann@umich.edu,Female,12/5/2019,$84.68
25,3578351975625941,Shalom MacAllister,smacallistero@wp.com,Male,6/4/2019,$15.33
26,3542887639847101,Mimi Robertsen,mrobertsenp@printfriendly.com,Female,3/19/2020,$94.25
27,3562813292407665,Noah Perrycost,nperrycostq@wired.com,Male,11/15/2019,$40.59
28,3562627944829377,Gayle Renault,grenaultr@walmart.com,Female,6/24/2019,$49.50
29,3531623697463587,Jourdan Godrich,jgodrichs@imgur.com,Female,3/10/2020,$95.14
30,3538901910486418,Hunt MacCambridge,hmaccambridget@wisc.edu,Male,9/4/2019,$64.41
31,3562429485314814,Celie Dourin,cdourinu@linkedin.com,Female,12/15/2019,$39.52
32,3576894190351274,Irina Leveridge,ileveridgev@taobao.com,Female,4/4/2020,$26.72
33,5007661282635110,Matelda Lung,mlungw@tiny.cc,Female,9/22/2019,$20.99
34,3559034874102286,Janek Shallow,jshallowx@plala.or.jp,Male,2/24/2020,$82.72
35,3537624874589693,Dion Stiles,dstilesy@xrea.com,Male,1/17/2020,$77.82
36,3583550902993842,Caleb Winear,cwinearz@cnn.com,Male,10/19/2019,$15.96
37,3579402059432057,Collete Oxburgh,coxburgh10@wordpress.com,Female,10/27/2019,$28.10
38,3534305503765986,Tonnie Readwin,treadwin11@ask.com,Male,2/22/2020,$35.14
39,5641822958405110645,Fidelity Attlee,fattlee12@macromedia.com,Female,11/27/2019,$16.27
40,3531384366938819,Merv Froom,mfroom13@w3.org,Male,12/19/2019,$59.74
41,3562626451536045,Graham Frise,gfrise14@auda.org.au,Male,1/26/2020,$66.43
42,3588915402097565,Dorice Comer,dcomer15@springer.com,Female,5/21/2019,$67.39
