id,cardnumber,full_name,email,gender,month,value
1,3589637902796889,Ginny Cookney,gcookney0@usgs.gov,Female,6/16/2019,$45.22
2,3574596671450820,Zahara Peealess,zpeealess1@bigcartel.com,Female,10/29/2019,$91.60
3,4903058740319221,Bayard Elloway,belloway2@domainmarket.com,Male,10/1/2019,$90.52
4,3545946630984789,Dalston Handmore,dhandmore3@123-reg.co.uk,Male,5/27/2019,$13.01
5,6761882603226133705,Jed De Avenell,jde4@yellowbook.com,Male,1/29/2020,$85.06
6,3543684948751887,Lee O'Rowane,lorowane5@dedecms.com,Male,3/26/2020,$33.05
7,6331103772283359266,Adrianna Dawson,adawson6@qq.com,Female,6/25/2019,$24.86
8,30188454655918,Marcille Sisse,msisse7@utexas.edu,Female,2/12/2020,$5.87
9,3570046399044483,Gav Wittke,gwittke8@yolasite.com,Male,11/28/2019,$80.84
10,561075083187139438,Deny Meier,dmeier9@ask.com,Female,5/14/2019,$94.94
11,3560608703410338,Bryn Ipsly,bipslya@surveymonkey.com,Female,8/10/2019,$64.86
12,5007666625281167,Hartley Catlow,hcatlowb@rakuten.co.jp,Male,10/19/2019,$98.72
13,5641826398976995,Ashia Linfoot,alinfootc@artisteer.com,Female,10/5/2019,$79.61
14,4911894704398268,Rosanne Huke,rhuked@nps.gov,Female,4/16/2020,$61.41
15,3550098361197736,Reginauld Glewe,rglewee@barnesandnoble.com,Male,10/26/2019,$23.21
16,372301688858374,Spencer Bolstridge,sbolstridgef@irs.gov,Male,12/17/2019,$6.41
17,6375730956001347,Glennis Ricardon,gricardong@scribd.com,Female,10/25/2019,$60.29
18,3540061303061223,Olympia Lowndsbrough,olowndsbroughh@freewebs.com,Female,6/27/2019,$74.83
19,56022485020966767,Garvey Cosstick,gcossticki@quantcast.com,Male,2/14/2020,$61.38
20,30238703379826,Salomo Avo,savoj@europa.eu,Male,1/30/2020,$76.74
21,3547275404518294,Clare Grimm,cgrimmk@people.com.cn,Female,4/1/2020,$89.33
22,36432747285370,Ethan Lyngsted,elyngstedl@cocolog-nifty.com,Male,2/5/2020,$68.82
23,3549890154076141,Shoshana Toopin,stoopinm@istockphoto.com,Female,10/6/2019,$84.97
24,374288868495457,Richy Wernham,rwernhamn@trellian.com,Male,4/18/2020,$90.81
25,6304399893212774753,Luisa Inwood,linwoodo@virginia.edu,Female,3/26/2020,$93.63
26,4041591603710717,Ricki Finn,rfinnp@booking.com,Male,12/16/2019,$25.50
27,4903405808353958,Hilarius McGorman,hmcgormanq@ucoz.com,Male,7/3/2019,$39.15
28,3540524999582810,Babs Najara,bnajarar@nps.gov,Female,6/7/2019,$1.30
29,6373502254419063,Martynne Tocque,mtocques@go.com,Female,1/24/2020,$67.19
30,3569704862815457,Erinn Wainman,ewainmant@nifty.com,Female,8/28/2019,$16.80
31,5602256818204397,Shellysheldon Broadbear,sbroadbearu@cyberchimps.com,Male,6/25/2019,$17.70
